word,part_of_speech,definition
pre’sku,Adjective/Adverb,fresh. kapreskuwan.
pre’sku,Verb,mamiresku.
prime’ru,Qualifier/Adjective/Adverb,first; see pormeru.
prisyu’n,Noun,blood pressure.
prisyu’n,Verb,pa:presyun ‘have blood-pressure
puq/poq,Adjunct,"sir, ma’m [formality, respect]."
pua’d/puwa’d,Noun,thigh.
pu’ki,Noun,"female genitals; see antak, pekpek."
pukpuk,Verb,"1. hammer. mamukpuk. 2. hit on head. mipukpuk, mangapukpuk."
puku’lan,Verb,throw at someone. mapukul ‘be thrown at’.
pu’kut/pu’kud,Noun,a dragnet; see puguq.
puga’,Noun,"fish eggs, roe."
pugad,Noun,nest. pugad-manuk ‘a basket for keeping chickens esp. fightingcocks’; pugad dareng patipati ‘whorehouse’. Manalanga yang pugad ‘He is searching for a nest (courting)’.
pu’ge,Noun,fruit of the palapat tree.
pugo’n,Noun,"stove; see o’rnu, kala’ng."
pu’guq,Noun,quail. Pedring Puguq (a nickname).
pugu’q,Noun,"dragnet; see pukud, pukut. pamu’guq ‘the net used’."
pugu’q,Verb,pugu’ngan ‘pull tight (the string to fasten a sack)’.
puqu’,Noun,capital.
puqin,Adjective/Adverb,matang puqin (used to tease).
-pula’q,Adjective/Adverb,mapulaq ‘shortsighted’.
pulai’,Verb,"run. mulai, papulai, milai."
pu’lbus/pu’lbo,Noun,"dust, powder. pulbus tabaku ‘shredded (pipe) tobacco’."
pu’lgas,Noun,flea(s).
pulgato’ryu,Noun,Purgatory–in Catholic teaching the place where certain souls are sent for temporary punishment.
puli’kat,Noun,muscle cramp; twist.
puli’kat,Verb,"mamulikat ‘feel/be cramped’, pilikatan."
pu’ling,Noun,something that gets into one’s eye.
pu’lis,Verb,"wipe. puli’san, manimu’lis ‘wipe self’."
puli’s,Noun,police.
pulme’ru,,"See pormeru, primeru."
pulme’ru,Verb,"start something. pagpulmeruwan, pamulmeruwan."
pulpi,Verb,magpulpi (ya) ‘have engine trouble’.
pu’lsu,Noun,pulse; see prisyun.
pu’lsu,Verb,pipulsuwan.
pulu’q,Noun,forest; see gubat.
pulu’bi,Noun,pauper.
pulupu’lu,Noun,whorl (hair–at back of head).
pulu’rwaks,Noun,floorwax.
pulu’rwaks,Verb,wax a floor.
pulu’t,Noun,molasses.
pu’lut,Verb,pulutan ‘pick something up’. tampulutan.
pumutu’k,Noun,sideline (used as an euphemism for ‘prostitute’).
pun,Noun,tree trunk. pekapun ‘source’.
puni’q,Noun,a ceremonial meal served in front of the church in connection with the Good Friday singing of the Passion.
punla’,Noun,"cutting(s), sugar cane planting."
punsu’n,Noun,awl.
pu’nta,Verb,"go; see munta. munta, minta, pupunta, pinta, mipunta, papuntalan, pintalan, papapuntan."
puntuk,Verb,"carry on head; see buntuk. puntukan, a:puntukan, papuntukan."
-pu’nuq,Noun,makapunuq ‘young coconut’.
pu’nyus,Noun,cuffs (of a shirt). doble-punyus ‘French cuffs’.
punggul,Verb,"cup hands, reach around with fingers."
punggul,Noun,kasapunggu1 ‘handful’.
pu’ngsuq,Noun,"anthill, (home of the patianak)."
pu’pul,Verb,"gather (fruits). pupulan, pakipupul, pupupul."
purga,Noun,laxative.
purga,Verb,"magpurga ‘take a laxative, take a"
pu’rus,Qualifier,always; see parati.
pu’saq,Noun,cat; see muni’ng.
pu’sad,Noun,navel.
pusan,Verb,"carry on shoulder. mamusan, mumusan, papusa, pupusa."
pusan,Noun,pusa ‘a carrying-event’.
pusi’t,Verb,"pupusit ‘squeeze (a tube)’. mipusit ‘blow your nose’, ipusit."
pusita’ra,Verb,"elope. magpusitara, memusitara."
puslit,Verb,sneak in. magpuslit.
pusta,Verb,"bet, wager. pupusta, pinusta."
pu’suq,Noun,heat. pusung-sagin ‘baa heart’.
pu’ta,Noun,"whore, bitch."
pu’tat,Noun,young leaves of mango made into a sauce
puti’q/puti’,Adjective/Adverb,maputiq ‘white’.
puti’q/puti’,Verb,"manimutiq ‘grow white, fade’."
pu’tlaq,Adjective/Adverb,maputlaq ‘pale’.
putput,Verb,putputan ‘pluck’.
pu’tu,Noun,"cake, bread (made of rice). putu seko, putu sulut, putu bumbung, putu ispasol, putu maya, putu’tpanara."
putul,Verb,"collect (e'g. shells), harvest. puputul, mamutul."
putul,Noun,kaputul ‘sibling’.
putut,Verb,"cut; see kutud. mamutut’, pa:putut, pututan, a:putut."
putut,Noun,kaputut ‘thing cut’.
puqu’/puhu’-/puu’,Noun,capital.
pu’yat,Adjective/Adverb,mapuyat ‘lacking sleep’.
pwe’rsa,Noun/Verb,force. pwersahan.
pwe’rsa,Adjective/Adverb,mapwesa ‘powerful’.
pyu’n,Noun,helper.
ra/da,,(Substitute: personal pronoun) they.
ra’bit,Noun,"Philippine Rabbit… name of a bus line, used for each individual bus."
radyu/raju,Noun,radio.
-ragsa’q/dagsaq,Adjective/Adverb,"maragsaq ‘fallen, slanted’, miragsaq, miraragsaq, makaragsaq."
-ragu’l/da’gul,Adjective/Adverb,"maragul ‘big, large’. meragul, mangaragul."
-ragu’l/da’gul,Verb,"dagul, daragul, pamaragul."
-rala’s/dala’s,Adjective/Adverb,"maralas ‘seldom, once in a while, irregularly’."
-ranum/danu’m,Noun,danum ‘water’.
-ranum/danu’m,Verb,memaranum ‘watered something’.
-ra’nun,Adjective/Adverb,maranun ‘early’. karanun.
-ra’nup/da’nup,Adjective/Adverb,maranup ‘hungry’.
-ra’nup/da’nup,Verb,"danupan, dumanup, karanup."
-ranga’l/danga’l,Noun,"dangal ‘honor, honesty’."
-ranga’l/danga’l,Adjective/Adverb,"marangal ‘honest, having integrity’."
-ra’pal,Adjective/Adverb,"marapal ‘soon, early’. karapal."
-ras/das,Noun,kararasan ‘result’.
-ras/das,Verb,miras ‘reach (a place)’.
-ra’tun,Adjective/Adverb,"maratun ‘usual, usually, often’."
-rayu’q/dayu’q,Adjective/Adverb,"marayuq ‘far, distant’."
rebu’ho,Noun,jewelry decorations (e'g. engraving on cuff-links).
rekla’mo,Noun,"demand, complaint."
rekla’mo,Verb,magreklamo.
rega’lu,Noun,gift.
-re’gla/de’gla,Verb,"manaregla ‘be regular, menstruate, straighten"
relo’,Noun,"watch, wristwatch."
relo’,Adjective/Adverb,mikirelo ‘in possession of a watch’; makirelo ‘(oblique reference to venereal disease)’. cf. eljin.
ren/den,Pronoun,"(demonstrative, plural) those/these."
reni/deni,Pronoun,"(demonstrative, plural) these."
repo’lyo,Noun,cabbage.
resi’bu,Noun,"receipt, chit, bill."
respe’tu,Pronoun,respetuan ‘respect someone’; see galang.
reta/deta,Pronoun,"(demonstrative, plural) those."
requnyo’n,Noun,"reunion, family reunion (e'g. on anniversary of a parent’s death)."
re’yna,Noun,queen.
ri/di,Particle,"special, plural."
-rika’du,Adjective/Adverb,marikadu ‘spicy’.
ri’lis,Noun,rails (train-tracks).
rimari’ma,Noun,rhymed speech.
ri’mas,Noun,a kind of fruit; grouped with yangkaq and
-ri’mla/di’mla,Noun,"cold, cold weather, cold substance."
-ri’mla/di’mla,Adjective/Adverb,"marimla, karimla."
-rina’t/dina’t,Noun,"dinat ‘dirt, fecal matter’."
-rina’t/dina’t,Adjective/Adverb,marinat ‘dirty’.
-ri’ne/di’ne,Noun,"shame, embarrassment, loss of personal image. kamar(i)nayan."
-ri’ne/di’ne,Adjective/Adverb,"marine, makarine."
riport,Verb,"magriport ‘present oneself, appear for assignment’."
rir(i)ya’,Adjective/Adverb,marirya ‘envious’.
rir(i)ya’,Verb,kaririyan ‘envy someone’.
-ri’tak/di’tak,Noun,"little, small amount."
-ri’tak/di’tak,Verb,diritak ‘become few(er)’.
-ri’tak/di’tak,Adjective/Adverb,"maritak, karitak."
ro/do,Pronoun,(portmanteau personal pronouns + time adjunct).
ro’skas,Noun,screw (the mechanical device).
rose’ndo,Noun,a male name.
-ruk/-rok,Adjective/Adverb,"marok ‘bad, evil’. karok."
-ruk/-rok,Noun,karokan. [spelled: marauac].
-runu’t,Adjective/Adverb,"marunut ‘dried up, decomposed (of leaves)’."
-rungu’t,Verb,makirungut ‘join in’. -ru’sa(n)/du’sa
-rungu’t,Verb,"curse, punish. paparusan. -rusi’ng/(dusi’-ng)"
-rungu’t,Adjective/Adverb,marusing ‘have a dirty face’. karusing.
ruwe’da,Noun,"wheel, ferris-wheel."
saq,Adjunct,wish.
saba,Noun,a baa type which is used for cooking.
sa’badu,Noun,Saturday.
sa’bal,Verb,"bump. sabalan, mayabal."
sa’bat,Verb,"sabatan ‘block, barricade something’."
sa’bat,Adjective/Adverb,mesabat ‘be hijacked’.
sa’bat,Noun,sa:batan ‘a children’s game consisting of marked zones and teams of players; one set tries to pass from one zone to another without being tagged by the other team; the field on which this game is played’.
sa’bi,Verb,"say, tell. sabian, sebyan, sinabi, a:sabi, apakisabyan, a:kasabi, misabi, misasabi, pakisabyan, mayabi, makisabi."
sa’bi,Noun,"kasebyan ‘saying, proverb’. sinabi ‘appointment’; pisasabyan ‘conversation’; panyabyan ‘thing talked about’; pisabi ‘things talked about’; pangasabi ‘thing said’."
sabi’k,Verb/Adjective/Adverb/Stative,"long for, miss, be eager for. mesabik, sasabik, sinabik, misasabikan."
sa’bit,Verb,"hang, dangle, cling. isabit, sinabit, sasabit, sabitan."
sa’bit,Adjective/Adverb,mesabit.
sablaq,Qualifier/Noun,"all, everyone, everything; see ngan."
sabla’yan,Noun,clothesline; see sable.
sa’ble,Verb,"hang things (clothes) on a line to dry. sable, sible, misable, makasable, manyable."
sa’ble,Noun,sablayan ‘clothesline’.
sabo’,Noun,"soup, juice, sauce. sabo-byas ‘white-ish water which results from washing abyas’."
sabo’,Adjective/Adverb,masabo ‘juicy (e'g. watermelon)’.
sabsab,Verb,eat like a pig; see laklak.
sabul,Verb,"scramble (eggs). sabulan, se:bulan."
sabu’n,Noun,soap. pisabu ‘lather’.
sabu’n,Verb,"sabu, sasabu, manyabun, minyabun."
sa’bung,Verb,"sasabung ‘pit fighting cocks againt each other’, sumabung, panyabung."
sa’bung,Noun,sabung/sabungan ‘cockpit’.
saka’b,Verb/Stative,misakab ‘fall on face’. makasakab ‘lying
saka’g,Noun,"a fish net, small."
sakal,Verb,"sakalan ‘choke, strangle’. sekalan, sasakalan."
sake,Verb,"ride. sasake, sinake, sake, makasake, makisake, misake, misasake."
sake,Noun,sake ‘rider’. saken ‘vehicle’; pamanyake ‘act of riding’.
sakit,Adjective/Adverb/Verb/Noun/Stative,"masaki’t ‘hurts, painful’; masa’kit ‘difficult, hard’; ma’sakit ‘a sick person’; sakit ‘disease’; manasakit ‘feel hurt, grudge, be hurt, get hurt, feel pain’; magka-sakit ‘experience hardship, difficulty or pain’; sasakit, sinakit, mesakit, kasakit, pa:sakit ‘burden, give a burden’; pi:sakit, pamagmalasakit ‘effort, care’."
sakla,Noun,a gambling game.
saklo’,Verb,"fetch (e'g. water); see saklum, sasaklo."
saklub,Noun/Verb,cover. manyaklub. S
sakluluwan,Verb,carry clutched to chest.
sakma’l,Verb,"grab in fist. sakmalan, sasakmalan, sikmal, a:sakmal, sinakmal."
sakma’l,Noun,kasakmal ‘handful’.
sakobli,Verb,"bounce. magsakobli, sasakobli, sinakobli."
saksa’k,Verb,"stab, pierce. [metaphor] penetrate sexually."
saksiq,Noun,witness. saksing oba ‘Jehovah’s witness’.
saksiq,Verb,saksian.
saku/sa’ko,Noun,bag.
sa’kul,Verb,"plant sugar cane; see asik, tanam."
sakunaq,Noun,"disaster, accident; see sigwaq."
sa’kung,Noun,heel.
sakup,Noun,"boundary. pamanyakup ‘reign, government’."
sakup,Verb,"sakupan ‘capture’. sinakup, se:kupan,"
sadja,Noun,"spread of food, occasion. sidja."
sadja,Verb,"magsadja, sidja, misadja, misasadja."
sadja,Adjective/Adverb,makasadja ‘arranged’.
sadja,Adjective/Adverb/Qualifier,"formerly, same as usual. kalupa ning sadja ‘like before, like always’."
sadsad,Noun,anchor.
sadsad,Verb,"sinadsad, sidsad, makasadsad, apasadsad."
sagakgak,Verb,"guffaw. sasagakgak, sinagakgak. sagana’(q)"
sagakgak,Verb,"meet, encounter, go out to meet, go upstream. sasagana, saga, sasaga, misaganaq."
sagapan,Verb,slap.
sa’gin,Noun,"baa. sagi ‘baa grove, plantation’; pusung sagin ‘baa heart (used as food–salad; drops of liquid taken from at midnight used as a talisman)’. Types: bulungan, saba, karinyosa, paltikus, bilyakuq, lakatan, katandan, gapis, sagin-kapit/sagin-kapis/sagin-kapitkapit."
sagi’waq,Adjective/Adverb,fresh (flowers); raw (meat); still liquid (water being frozen).
sagla’way,Verb,"saglawayan ‘refer to, mention’. saglawe."
sagmi’t,Verb,"grab, snatch. sigmit, sagmitan, asagmit."
sagoso,Noun,commotion. sagu’(q)
sagoso,Noun,"horn (of animal: deer, carabao)."
sagoso,Verb,"gore. seguq, sagwan, panyagwan."
saguli’q/sagli’q,Adjective/Adverb/Qualifier,"just a moment, quickly."
saguli’q/sagli’q,Verb,sinaguliq.
sagu’yud,Verb,"speak in the manner common around Sta, Ursula, Betis; see gege. sasaguyud."
-sagwa’q,Adjective/Adverb,"masagwaq ‘coarse, ugly’."
-sagwa’q,Verb,sasagwaq.
saqingsi’ng,Verb,"groan, moan. sasaqingsing, sinaqingsing, papasa-qingsingan."
sa’laq,Adjective/Adverb,"masalaq ‘bright, light’. kasalaq."
sa’laq,Verb,"sasalaq ‘grow bright, light’, pasalan."
sa’laq,Noun,"pampasalaq ‘a light, lantern’. sala’(q)"
sa’laq,Noun,"error, fault, mistake, sin; see maliq."
sa’laq,Verb/Stative/Adjective/Adverb/Noun,"mikasala ‘one at fault’. mikasala, mikakasala."
sala’bat,Verb,"interrupt, disturb. sasalabat, makasalabat."
salaba’t,Noun,a drink made of ginger.
sa’lak,Verb,"filter, strain, sieve. sinalak, a:panyalak."
sa’lak,Noun,"panyalak ‘sieve, strainer’."
salaka’b,Noun,"a fish-trap, carried in the hand and plunged into a shallow stream on top of a fish. When thus corraled the fish is removed by hand through a hole in the top."
salake’/salakay-,Verb,"attack, invade. sa:lake, salakayan, selakayan, sasa-lakayan, pa:salake."
salake’/salakay-,Noun,"pa:manyalake ‘invasion, attack’."
salakup,Verb,salakupan; see sakup.
salagintu’q,Noun,"a beetle, small with iridescent wings."
salagu’bang,Noun,"a beetle, sugar-pest. (This is edible)."
sala’lak,Verb/Adjective/Adverb/Stative,"caught; see salak, misalalak."
sala’le,Noun,house supports.
salama’ngka,Noun,magic. salamangkeru ‘magician’.
salama’ngka,Verb,magsalamangka.
sala’mat,Noun/Verb,"thank(s). papasalamat, pasalamatan, magpasalamat ‘give"
salami’n,Noun,"mirror, looking-glass; eyeglasses; window"
salangi’,Verb,invite to something. pasalangian.
salapi’q,Noun,"money, coin. salapi’ng me’tung ‘50 centavo coin’. [rare, obsolete]."
sa’las,Noun,"living-room, family room, room for"
sa’lat,Adjective/Adverb,"masalat ‘feel sandy, feel dirty as covered by small particles’."
salat,Verb,sasalat ‘caressing’. sasalatan.
salau’laq,Verb,be careless.
salau’laq,Adjective/Adverb/Noun,kasalaulan.
salawa’yan/salawa’han,Adjective/Adverb,"fickle, inconstant. kasalawahan."
salawa’yan/salawa’han,Verb,"magsalawahan. salba’i/salba’hi, salba’qi,"
salba’ye,Adjective/Adverb,naughty.
salba’ye,Verb,"salbayan ‘cheat, defraud, abuse, rape’. sinalbayi, manyalbayi, apagsalbayan."
saldak,Verb,"put down with a bang. sildak, saldaka, sildaka, misaldak, misasaldak."
saldak,Noun,sildaka ‘those who have succumbed to temptation’.
saldak,Adjective/Adverb,saldak-saldak a inawa ‘breathe heavily with
sale’se,Verb,"fix, repair, arrange. salesen, selesen, asalese, mipagka-salese."
sale’se,Adjective/Adverb,"masalese ‘fixed, okay’. mesalese."
sali’q,Verb,"buy. sasaliq, sinaliq, saliwan, seliq, manyaliq, mamisaliq, pa:saliq ‘sell (cause to buy)’, pakisaliq, pisaliq ‘thing sold’, pisisaliq, misisaliq."
sali’kap,Noun,"a woven basket, open round top and four-cornered bottom."
saliksik,Verb,inserted between two things.
saliksik,Adjective/Adverb,mayaliksik ‘penetrating’. S
saliku’t,Verb,"hide. sa:likut, sinalikut, isalikut, maka-salikut, pa:salikut, mapanyalikut."
saliku’t,Noun,salikutan ‘hide-n-see k’; pisasalikutan ‘hide-out’.
salilu’ngan,Noun,shade (e'g. of a tree); see ma-yiyilo.
sali’ndruq,Noun,harmonica.
sali’ndruq,Verb,magsalindruq.
salisiq,V./D./Stative,"next in line; see saliksik. sasalisiq, sinalisiq, salisiwan."
salisu’l,Noun,"standing water, fetid water, the water in nipa"
salit,Adjective/Adverb,mixed languages; incorrect speech. salitsalit.
sali’taq,Noun,"word, speech, language."
sali’taq,Verb,"magsalitaq, manyalitaq, maki-pagsalitaq."
salitsi’t/salitcit,Verb/Adjective/Adverb/Stative,"sasalitsit ‘ooze fat, sizzle’. manyalitcit."
salo’l,Noun,pants.
sa’long,Noun,"a male nickname, from Gonsalo."
-salpa’k,Adjective/Adverb,masalpak ‘tastes unripe’.
salsa/sarsa,Noun,sauce.
salsa’l,Verb,"1. throw down with force something heavy and fat (as, a pig). silsal. 2. masturbate."
salta,Verb,"bounce, jounce, jump. isalta, sasalta, silta, pa:salta, a:pasalta."
sa’luq,Noun,"chest, breast."
salu’q,Noun,posts (of a house).
salu’q,Verb,manyaluq ‘put in posts’. a:sasaluq.
salubsu’b,Noun,small splinter.
salu’bung,Verb,"greet, hail. sasalubung, a:salubung."
salu’bung,Noun,pasalubung ‘gift upon meeting (brought when coming to visit or returning from a journey)’.
salud,Verb,"take a bath. sasalud, sinalud, magsalud. salu(d)"
salud,Verb,"catch something (falling). saluan, sasaluan, se:lu, saluran, manyalud, a:salud."
salun,,See salu’t.
salu’pil,Noun,"packing cushion; plug in a hole, stopper."
salu’pil,Verb,salupilan.
salu’sad,Noun,red ants.
salu’suq,Adjective/Adverb,"masalusuq ‘fast, swift’. kasalusuq."
salu’suq,Verb,sasalusuq ‘go fast’.
salu’t,Noun,"disease, epidemic; see salun."
salutung,Verb,nod greeting; see salubung. sasalutung.
salyu’yut,Noun,a plant.
samaq,Noun,"anger, hatred; see kasaman. kasamaq ‘one one is angry with’."
samaq,Verb,"sasamaq, masasamaq."
sama’k,Noun,kasamak ‘tet’. pasamak ‘landowner (tet); pamag-pakasamak.
sama’k,Verb,"sa:makan, makisamak, makikasamak,"
sama’s,Verb,samasan ‘correct someone’. samas.
sama’t,Noun,betel leaves.
sa’mba,Verb,"worship, pray. sasamba, simba, samban ‘pray to someone’; sinimba."
sa’mba,Noun,pisamban ‘church’. pisasamban ‘praying’; simbang bengi ‘midnight mass’; pamanyamba.
sambut,Verb/Stative,"defeat, be defeated; see saul, sahul. manyambut, sinambut, simbut, misambut."
sampa’ga,Noun,"flower, blossom."
sampa’ga,Adjective/Adverb,"masampaga, kasampaga."
sampa’luk,Noun,"sampa loc, tamarind."
samput-samput,Adjective/Adverb,"heterogeneous, having things of wide variety; see eganagana."
samsam,Verb,"abduct, grab, snatch. samsaman, simsam, manyamsam, a:samsam."
samsam,Adjective/Adverb,masamsam.
samul,Verb,gulp food.
sa’mut,Verb,"samuta ‘dilute something’. sasamuta, semuta, pisamutan, pisasamutan, pi:sasamutan. cf. bantuan"
sana,Adjunct,wish; see saq.
sanay-/sane’,Adjective/Adverb,"accustomed, used to something. masasane."
sanay-/sane’,Verb,"isane ‘drill someone’. sasane, sie."
sanay-/sane’,Noun,sa’ne ‘expert’.
sa’ndal,Verb,magsandal ‘lean on something’.
sandataq,Noun,"weapon(s), armament."
sanduk,Noun,ladle.
sanduk,Verb,isanduk ‘ladle for someone’.
sanip,Verb,"1. join (pieces). 2. choke on saliva while trying to talk (‘someone is thinking of you’). misanipan, misasanipan,"
santi’ng,Verb,"sasanting ‘get nice, become nice’. pa:santingan ‘beautify’."
santi’ng,Adjective/Adverb,"masanting ‘nice, handsome’."
santu’l,Noun,"a fruit and tree, sandor indicum."
santu’ng,Verb,stay in another’s house.
sa’nu,Noun,which; see isanu. sanuman ‘whosoever’; see ninuman.
sa’nwic,Noun,"sandwich; bribe, payoff, kickback (from the practice of putting money in sandwiches at political rallies)."
sanga’,Noun,branch (of a tree).
sanga’,Adjective/Adverb,"masanga, kasanga."
sanga’,Verb,manyanga.
sangkan,Noun,"excuse, reason, cause, explanation. pamanyangkan."
sangkan,Verb,"magsangkan, manyangkan, panyangkan, panyangka, isangkan, ka:sangka."
sangkap,Noun,"tool, equipment."
sangkut,Adjective/Adverb,"sangkutsangkut ‘spiced’. masangkut ‘involved’; mesangkut, kasangkut, misangkut."
sangkut,Noun,kasangkut ‘accomplice’.
sanggul,Noun,"braid, hair bun."
sanggul,Verb,"sanggulan, manyanggul, minyanggul."
sa’paq,Noun,"brook, rivulet."
sapa’q,Noun,betel-chew wad.
sapa’k,Adjective/Adverb/Verb/Stative,"full, jam-packed."
sa’pal,Noun/Adjective/Adverb,sapal ngungut ‘grated coconut’.
sapara’t,Adjective/Adverb,"flat, spread (of noses)."
sapa’tus,Noun,shoes.
sapa’tus,Adjective/Adverb,makasapatus ‘wearing shoes’.
saping,Verb,wipe a dripping nose on one’s shirt-sleeve.
sapingil,Verb,"slap on back of head, force another’s head down. sasapingil, se:pingil."
sapi’tu,Verb/Adjective/Adverb,have haircut. sapituwan; see qurud.
sapsa’q,Adjective/Adverb,masapsaq ‘cracking’; ‘have a strong desire for something’.
sa’pu,Verb,"catch; see salu, salud. sapwan, sasapwan, a:sapu."
sapulaq,Noun,hairband.
sa’pung,Verb,"sapungan ‘bump something’. manyapung, misapung."
sapwa’q,Noun,stalk (e'g. of baa plant).
sara’,Verb,"close something. isara, sasara, se:ra, makasara."
saragwe’las,Noun,"a fruit, a kind of plum."
sara’liq,Noun,"a berry or cherry-like fruit; small, round, dark-red, has about 5 stones."
sari’liq,N./Adjective/Adverb,oneself. pansariliq.
sari’liq,Verb,"magsariliq ‘live alone’. makapagsariliq, makisariliq, papasariliq,"
sariyan,Adjective/Adverb,intentional.
sa’rsa,Noun,sauce; see salsa.
sa’rsa,Verb,makisarsa; pakisarsa ‘put sauce on’.
sarswe’la,Noun,"a drama, (sp. zarzuela) like an operetta or Broadway show."
sartu’d,Noun,"a fishing net, with large square bamboo frame."
saru’l,Noun,sarul ‘a plow’. sarul-gamat ‘hoe’.
saru’l,Verb,sasarul ‘plowing’.
sasa’,Noun,nipa palm.
sa’saq,Noun,see dlings (fish); see bini’q-.
sasa’g,Noun,"walling, baseboard."
sasa’man-pa’nyuq,Noun,a children’s game; see baldugan-panyuq.
sa’slag-ning-ala’ya,Noun,the break of dawn; see aslag ‘horizon(?)’.
sa’stri,Noun,tailor; see modista.
satsat,Adjective/Adverb,"crewcut. masatsat ‘glib, talkative’."
sa’ul/sa’hul,Verb,"defeat; see sambut. saul, mesaul, masasaul, asaul."
sa’up,V./Noun,"help. sasaup, sopan/saupan, sinopan, susopan, a:saup."
sa’up,Noun,"saup, pisaup, pisaupan, pisasaupan, talakasaup ‘assistant’."
sa’up,Adjective/Adverb,pasaup ‘helpful’; mapanyaup ‘helpful’.
sawa’q,Adjective/Adverb/Stative/Verb,"tired of something; more than enough of something (as, eating too much ice cream) makasawaq; talakasawaq ‘one who overdoes, gets bored, fed up’. sasawaq, sinawaq, sawayan, sewansewan,"
sawa’liq,Noun,a woven walling material made of bulu
sawa’ng,Adjective/Adverb,"masawang ‘dizzy, afraid of height’."
sa’ya,Noun,skirt.
saya’q,Adjective/Adverb,"masayaq ‘happy, jolly, cheerful’. kasayaq."
saya’q,Verb,"pasayan, sasayaq, a:pasayaq, magsayaq."
saya’q,Noun,"kasayahan, pamagsayaq."
sa’yad,Adjective/Adverb/Verb,"broke, worn out, tired. sasayad, sinayad, sumayad."
sayang,Adjective/Adverb/Exclamation,"wasted; a pity, too bad."
sa’ynu-gas,Noun,(cyanide?) a poison used on fish.
skwalaq/iskwalaq,Noun,carpenter’s T-square.
se’bo,Adjective/Adverb,masebo ‘greasy’.
sekre’to,Adjective/Adverb,secret; see lihim/liim.
sekupan,,See sakup.
se’lan,Adjective/Adverb,"maselan ‘dangerous, in danger, delicate’. maseselan."
se’lan,Verb,sumelan.
seli,,See saliq.
selmo’n,Noun,sermon; scolding.
selmo’n,Verb,selmo ‘scold someone’.
selo’so,Adjective/Adverb,jealous.
se’lyu,Noun,"stamp(s), seal."
semente’ryu,Noun,"cemetery; see kutkutan, kapusantu."
seme’ntu/same’ntu,Noun,cement; see panyamentu.
sena’kulo,Noun,the Last Supper (Holy Thursday in Holy Week); name of a club; see puniq.
sensi’,Noun,spatula.
se’nsus,Noun/Verb,"census, take census. pa:se’nsus ‘demand a handout or contribution’ (esp. to go house-to-house doing this)."
sentral,Noun,sugar-central.
se’nyas,Noun,"mark, sign, hint."
se’nyas,Verb,"sesenyas, sesenyasan, sinenyasan."
septye’mbri,Noun,September.
se’pu,Noun,empty rice hulls.
se’pu,Verb,"salepwan, manyalepu."
sera’,Verb/Adjective/Adverb/Stative,closed; see sara.
se’ro,Noun,zero.
se’ro,Adjective/Adverb,mesero ‘get a zero (on a test)’.
seryaq,,See saryaq.
se’se,Noun,"pet, one/thing cared for."
se’se,Verb,"sesese ‘adopt, raise, care for’. sesen, sesesen, sinesen, manese/manyese."
se’syu,Noun,male nickname for Inocencio.
sibad,Noun,"a kind of bird, swallow-like, some are blue, some are yellow and black; see n near the rivers. S"
sibi’lyans,Noun,civilians; one’s offspring.
si’bul,Noun,"fountain, spring, source."
sibuqsibuq,Noun,a kind of worm (?).
sibu’yas,Noun,"onion(s). sik-(Number affix, forms ordinals with completed aspect) banwang sikadwaq ‘two years ago’; banwang sikatluq ‘three years ago’."
sikad,Verb,"kick with force. sisikad, pasisikad, sinikad, sikdan."
si’kan,Noun,"strength, capacity, vigor. sika ‘pull, influence’; pampasikan."
si’kan,Adjective/Adverb,masika’n ‘strong’.
si’kan,Verb,"sisikan, sinikan, pa:sika."
siklab,Verb,sisiklab ‘flame up’.
siklo’d/siklaud,Verb,"kneel. manyiklod, pasikloran, makasiklod, pangasiklod, papanyikloran, kasiklod. Siklod ku puq. [This is a phrase said in respect as one greets and kisses the hands of older relative males in the evening]."
si’ko,Noun,1. elbow. 2. chico tree and fruit.
sikre’ta,Noun,detective.
siksak/siksek,Adjective/Adverb,jam-packed.
siksi’kan,Noun,occasion when many people are all trying to crowd into a few jeepney spaces; see siksak.
sikwa’kuq/kwakuq,Noun,pipe (for smoking tobacco).
sikwa’kuq/kwakuq,Verb,manyikwakuq.
sidja,,See sadja.
sigaq,Noun,[recent slang] tough guy (a harsh label).
sigalu’t,Noun,trouble; also the title of a zarzuela by Crissot.
siga’ng,Noun,a kind of soup with fish and vegetables and
sigari’lyu,Noun,cigarette.
sigari’lyu,Verb,masisigarilyu ‘smoke cigarettes’.
sigasig,Noun,[Bergaño] asthma. sisigasig ‘be in heat’.
siglaq,Adjective/Adverb,"masiglaq ‘active, noisy, happy, full of life’."
siglaq,Verb,sisiglaq.
sigu’k,Noun,hiccough.
sigu’k,Verb,"sisiguk, siniguk, makasiguk,"
sigu’ndu,Adjective/Adverb,second. Batang Segundu (name of a barrio near Sexmoan).
sigura’du,Adjective/Adverb,"certain, assured."
sigura’du,Verb,"siguradwan, manyiguradu."
sigu’ru,Qualifier,perhaps.
sigu’ru,Verb,"insure. isiguru, manyiguru, pa:siguru."
sigu’ru,Noun,sigurus ‘life-insurance’; manyiguru ‘life-insurance salesman’. sigwa(q)
sigu’ru,Noun,disaster.
sila’b,Noun,"fire, holocaust. pamanyilab; manyilab ‘arsonist’."
sila’b,Verb,silagan ‘burn something’; manyilab ‘set fires’;
si:lak,Noun,shellac.
si’li,Noun,"chili. sili konkarne, sili kondog."
